order_id,payment_id,type,descriptions,pDate,Status,Details,Total_Invoice,Due_Amount
OD00013386,py00036279,cheque,Pay Second,18/02/2022,not received,,3645,1822.5
OD00013387,py00016725,card transaction,initial payments,19/02/2022,received,,9842,4921
OD00013387,py00026393,cheque,Pay Second,15/11/2017,not received,,9842,4921
OD00013388,py00026394,cash transaction,Pay Second,15/11/2017,not received,,4842,2421
OD00013388,py00016726,cheque,initial payments,19/02/2022,received,,4842,2421
OD00013389,py00016727,card transaction,initial payments,19/02/2022,received,,588,294
OD00013389,py00026395,online,Pay Second,15/11/2017,not received,,588,294
OD00013390,py00016728,cash transaction,initial payments,19/02/2022,received,,495,247.5
OD00013390,py00026396,online,Pay Second,15/11/2017,not received,,495,247.5
OD00013391,py00026397,cash transaction,Pay Second,15/11/2017,not received,,4900,2450
OD00013391,py00016729,card transaction,initial payments,19/02/2022,received,,4900,2450
OD00013392,py00055864,card transaction,Pay Third,19/02/2022,not received,,1503,751.5
OD00013392,py00026398,card transaction,Pay Second,15/11/2017,not received,,1503,751.5
OD00013393,py00036280,card transaction,Pay Second,19/02/2022,not received,,6010,3005
OD00013393,py00026399,cheque,Pay Second,15/11/2017,not received,,6010,3005
OD00013394,py00026400,cheque,Pay Second,15/11/2017,not received,,11418,5709
OD00013394,py00036281,cheque,Pay Second,19/02/2022,not received,,11418,5709
OD00013395,py00026401,online,Pay Second,15/11/2017,not received,,1512,756
OD00013395,py00036283,cheque,Pay Second,19/02/2022,not received,,1512,756
OD00013396,py00016730,cheque,initial payments,20/02/2022,received,,3240,1620
OD00013396,py00006836,online,initial payments,15/11/2017,not received,bank transfer,3240,1620
OD00013397,py00016731,card transaction,initial payments,20/02/2022,received,,11248,5624
OD00013397,py00006837,online,initial payments,15/11/2017,not received,bank transfer,11248,5624
OD00013398,py00016732,online,initial payments,20/02/2022,received,bank transfer,3228,1614
OD00013398,py00006841,cheque,initial payments,16/11/2017,received,,3228,1614
OD00013399,py00006842,cheque,initial payments,16/11/2017,received,,882,441
OD00013399,py00016733,cheque,initial payments,20/02/2022,received,,882,441
OD00013400,py00006843,cash transaction,initial payments,16/11/2017,received,,792,396
OD00013400,py00016735,cash transaction,initial payments,20/02/2022,received,,792,396
OD00013401,py00006845,card transaction,initial payments,16/11/2017,received,,4900,2450
OD00013401,py00016736,cash transaction,initial payments,20/02/2022,received,,4900,2450
OD00013402,py00055866,cash transaction,Pay Third,20/02/2022,not received,,3507,1753.5
OD00013402,py00006846,online,initial payments,16/11/2017,received,bank transfer,3507,1753.5
OD00013403,py00006847,cheque,initial payments,16/11/2017,received,,7212,3606
OD00013403,py00055869,cash transaction,Pay Third,20/02/2022,not received,,7212,3606
OD00013404,py00045973,online,Pay Third,16/11/2017,not received,,13321,6660.5
OD00013404,py00036284,card transaction,Pay Second,20/02/2022,not received,,13321,6660.5
OD00013405,py00036285,online,Pay Second,20/02/2022,not received,,2016,1008
OD00013405,py00026402,online,Pay Second,16/11/2017,not received,,2016,1008
OD00013406,py00036286,cheque,Pay Second,20/02/2022,not received,,1620,810
OD00013406,py00026403,online,Pay Second,16/11/2017,not received,,1620,810
OD00013407,py00036288,cheque,Pay Second,20/02/2022,not received,,8436,4218
OD00013407,py00026404,cash transaction,Pay Second,16/11/2017,not received,,8436,4218
OD00013408,py00016734,online,initial payments,20/02/2022,not received,bank transfer,6456,3228
OD00013408,py00026405,cash transaction,Pay Second,16/11/2017,not received,,6456,3228
OD00013409,py00026406,cheque,Pay Second,16/11/2017,not received,,490,245
OD00013409,py00016739,card transaction,initial payments,21/02/2022,received,,490,245
OD00013410,py00026407,card transaction,Pay Second,16/11/2017,not received,,594,297
OD00013410,py00016740,cash transaction,initial payments,21/02/2022,received,,594,297
OD00013411,py00016741,cash transaction,initial payments,21/02/2022,received,,3500,1750
OD00013411,py00006844,online,initial payments,16/11/2017,not received,bank transfer,3500,1750
OD00013412,py00016743,online,initial payments,21/02/2022,received,bank transfer,3507,1753.5
OD00013412,py00026410,cheque,Pay Second,17/11/2017,received,,3507,1753.5
OD00013413,py00006848,online,initial payments,17/11/2017,received,bank transfer,9616,4808
OD00013413,py00055871,cash transaction,Pay Third,21/02/2022,not received,,9616,4808
OD00013414,py00055873,cheque,Pay Third,21/02/2022,not received,,9515,4757.5
OD00013414,py00006849,cash transaction,initial payments,17/11/2017,received,,9515,4757.5
OD00013415,py00036289,card transaction,Pay Second,21/02/2022,not received,,3024,1512
OD00013415,py00006850,cheque,initial payments,17/11/2017,received,,3024,1512
OD00013416,py00036290,cash transaction,Pay Second,21/02/2022,not received,,2835,1417.5
OD00013416,py00006851,online,initial payments,17/11/2017,received,bank transfer,2835,1417.5
OD00013417,py00036292,online,Pay Second,21/02/2022,not received,,9842,4921
OD00013417,py00006852,cheque,initial payments,17/11/2017,received,,9842,4921
OD00013418,py00036293,cheque,Pay Second,22/02/2022,received,,4842,2421
OD00013418,py00006853,cheque,initial payments,17/11/2017,received,,4842,2421
OD00013419,py00006854,online,initial payments,17/11/2017,received,bank transfer,490,245
OD00013419,py00036299,card transaction,Pay Second,22/02/2022,received,,490,245
OD00013420,py00006856,cash transaction,initial payments,17/11/2017,received,,594,297
OD00013420,py00016744,card transaction,initial payments,22/02/2022,received,,594,297
OD00013421,py00016745,cash transaction,initial payments,22/02/2022,received,,4900,2450
OD00013421,py00045978,online,Pay Third,17/11/2017,not received,,4900,2450
OD00013422,py00045980,online,Pay Third,17/11/2017,not received,,4008,2004
OD00013422,py00016746,cash transaction,initial payments,22/02/2022,received,,4008,2004
OD00013423,py00045982,online,Pay Third,17/11/2017,not received,,6010,3005
OD00013423,py00016747,card transaction,initial payments,22/02/2022,received,,6010,3005
OD00013424,py00016748,cheque,initial payments,22/02/2022,received,,13321,6660.5
OD00013424,py00045984,online,Pay Third,17/11/2017,not received,,13321,6660.5
OD00013425,py00026408,cheque,Pay Second,17/11/2017,not received,,3024,1512
OD00013425,py00016749,cash transaction,initial payments,22/02/2022,received,,3024,1512
OD00013426,py00026409,online,Pay Second,17/11/2017,not received,,1620,810
OD00013426,py00016750,cash transaction,initial payments,22/02/2022,received,,1620,810
OD00013427,py00055880,cash transaction,Pay Third,22/02/2022,not received,,7030,3515
OD00013427,py00026411,online,Pay Second,17/11/2017,not received,,7030,3515
OD00013428,py00036295,cash transaction,Pay Second,22/02/2022,not received,,3228,1614
OD00013428,py00026412,cheque,Pay Second,17/11/2017,not received,,3228,1614
OD00013429,py00036296,cash transaction,Pay Second,22/02/2022,not received,,294,147
OD00013429,py00026413,cheque,Pay Second,17/11/2017,not received,,294,147
OD00013430,py00036303,card transaction,Pay Second,23/02/2022,received,,693,346.5
OD00013430,py00026414,cheque,Pay Second,17/11/2017,not received,,693,346.5
OD00013431,py00036304,cash transaction,Pay Second,23/02/2022,received,,5600,2800
OD00013431,py00006855,online,initial payments,17/11/2017,not received,bank transfer,5600,2800
OD00013432,py00036305,cash transaction,Pay Second,23/02/2022,received,,1503,751.5
OD00013432,py00026417,cash transaction,Pay Second,18/11/2017,received,,1503,751.5
OD00013433,py00016752,card transaction,initial payments,23/02/2022,received,,3606,1803
OD00013433,py00026418,cheque,Pay Second,18/11/2017,received,,3606,1803
OD00013434,py00006857,cash transaction,initial payments,18/11/2017,received,,5709,2854.5
OD00013434,py00016753,card transaction,initial payments,23/02/2022,received,,5709,2854.5
OD00013435,py00016754,cash transaction,initial payments,23/02/2022,received,,5040,2520
OD00013435,py00006858,card transaction,initial payments,18/11/2017,received,,5040,2520
OD00013436,py00006859,cheque,initial payments,18/11/2017,received,,2835,1417.5
OD00013436,py00016755,cash transaction,initial payments,23/02/2022,received,,2835,1417.5
OD00013437,py00055882,cheque,Pay Third,23/02/2022,not received,,9842,4921
OD00013437,py00006860,card transaction,initial payments,18/11/2017,received,,9842,4921
OD00013438,py00006861,cheque,initial payments,18/11/2017,received,,5649,2824.5
OD00013438,py00055883,cheque,Pay Third,23/02/2022,not received,,5649,2824.5
OD00013439,py00006862,card transaction,initial payments,18/11/2017,received,,588,294
OD00013439,py00055884,cash transaction,Pay Third,23/02/2022,not received,,588,294
OD00013440,py00006863,card transaction,initial payments,18/11/2017,received,,792,396
OD00013440,py00036301,card transaction,Pay Second,23/02/2022,not received,,792,396
OD00013441,py00036302,cash transaction,Pay Second,23/02/2022,not received,,4200,2100
OD00013441,py00026415,card transaction,Pay Second,18/11/2017,not received,,4200,2100
OD00013442,py00026416,cheque,Pay Second,18/11/2017,not received,,3006,1503
OD00013442,py00036306,card transaction,Pay Second,23/02/2022,not received,,3006,1503
OD00013443,py00036308,card transaction,Pay Second,23/02/2022,not received,,7212,3606
OD00013443,py00026419,cash transaction,Pay Second,18/11/2017,not received,,7212,3606
OD00013444,py00036309,card transaction,Pay Second,23/02/2022,not received,,11418,5709
OD00013444,py00026420,cheque,Pay Second,18/11/2017,not received,,11418,5709
OD00013445,py00055891,cheque,Pay Third,24/02/2022,received,,3024,1512
OD00013445,py00026421,cheque,Pay Second,18/11/2017,not received,,3024,1512
OD00013446,py00016757,card transaction,initial payments,24/02/2022,received,,4050,2025
OD00013446,py00026422,cash transaction,Pay Second,18/11/2017,not received,,4050,2025
OD00013447,py00026423,cheque,Pay Second,18/11/2017,not received,,7030,3515
OD00013447,py00016758,card transaction,initial payments,24/02/2022,received,,7030,3515
OD00013448,py00026424,card transaction,Pay Second,18/11/2017,not received,,6456,3228
OD00013448,py00016760,cheque,initial payments,24/02/2022,received,,6456,3228
OD00013449,py00016761,cash transaction,initial payments,24/02/2022,received,,392,196
OD00013449,py00026426,cash transaction,Pay Second,19/11/2017,received,,392,196
OD00013450,py00055890,cash transaction,Pay Third,24/02/2022,not received,,891,445.5
OD00013450,py00026429,cheque,Pay Second,19/11/2017,received,,891,445.5
OD00013451,py00055896,card transaction,Pay Third,24/02/2022,not received,,5600,2800
OD00013451,py00026430,cheque,Pay Second,19/11/2017,received,,5600,2800
OD00013452,py00036310,card transaction,Pay Second,24/02/2022,not received,,2505,1252.5
OD00013452,py00006864,card transaction,initial payments,19/11/2017,received,,2505,1252.5
OD00013453,py00036311,cash transaction,Pay Second,24/02/2022,not received,,8414,4207
OD00013453,py00006865,cheque,initial payments,19/11/2017,received,,8414,4207
OD00013454,py00036312,cash transaction,Pay Second,24/02/2022,not received,,17127,8563.5
OD00013454,py00006866,cash transaction,initial payments,19/11/2017,received,,17127,8563.5
OD00013455,py00006867,card transaction,initial payments,19/11/2017,received,,1008,504
OD00013455,py00016756,online,initial payments,24/02/2022,not received,bank transfer,1008,504
OD00013456,py00016759,online,initial payments,24/02/2022,not received,bank transfer,2430,1215
OD00013456,py00006868,card transaction,initial payments,19/11/2017,received,,2430,1215
OD00013457,py00036318,cash transaction,Pay Second,25/02/2022,received,,11248,5624
OD00013457,py00065566,online,Pay Fourth,19/11/2017,not received,,11248,5624
OD00013458,py00036320,card transaction,Pay Second,25/02/2022,received,,4035,2017.5
OD00013458,py00045991,online,Pay Third,19/11/2017,not received,,4035,2017.5
OD00013459,py00026425,card transaction,Pay Second,19/11/2017,not received,,588,294
OD00013459,py00016762,cash transaction,initial payments,25/02/2022,received,,588,294
OD00013460,py00016763,card transaction,initial payments,25/02/2022,received,,891,445.5
OD00013460,py00026427,online,Pay Second,19/11/2017,not received,,891,445.5
OD00013461,py00026428,online,Pay Second,19/11/2017,not received,,5600,2800
OD00013461,py00016764,cheque,initial payments,25/02/2022,received,,5600,2800
OD00013462,py00055900,cheque,Pay Third,25/02/2022,not received,,3006,1503
OD00013462,py00026431,online,Pay Second,19/11/2017,not received,,3006,1503
OD00013463,py00026432,online,Pay Second,19/11/2017,not received,,8414,4207
OD00013463,py00036316,cheque,Pay Second,25/02/2022,not received,,8414,4207
OD00013464,py00026436,cash transaction,Pay Second,20/11/2017,received,,11418,5709
OD00013464,py00036319,cash transaction,Pay Second,25/02/2022,not received,,11418,5709
OD00013465,py00055905,card transaction,Pay Third,26/02/2022,received,,3528,1764
OD00013465,py00006869,cheque,initial payments,20/11/2017,received,,3528,1764
OD00013466,py00006870,card transaction,initial payments,20/11/2017,received,,2430,1215
OD00013466,py00036326,cash transaction,Pay Second,26/02/2022,received,,2430,1215
OD00013467,py00006871,cash transaction,initial payments,20/11/2017,received,,12654,6327
OD00013467,py00016765,cash transaction,initial payments,26/02/2022,received,,12654,6327
OD00013468,py00016766,card transaction,initial payments,26/02/2022,received,,5649,2824.5
OD00013468,py00065574,online,Pay Fourth,20/11/2017,not received,,5649,2824.5
OD00013469,py00055907,cash transaction,Pay Third,26/02/2022,not received,,588,294
OD00013469,py00046005,online,Pay Third,20/11/2017,not received,,588,294
OD00013470,py00046006,online,Pay Third,20/11/2017,not received,,198,99
OD00013470,py00055908,card transaction,Pay Third,26/02/2022,not received,,198,99
OD00013471,py00036322,online,Pay Second,26/02/2022,not received,,4200,2100
OD00013471,py00026433,online,Pay Second,20/11/2017,not received,,4200,2100
OD00013472,py00026434,card transaction,Pay Second,20/11/2017,not received,,1503,751.5
OD00013472,py00036323,card transaction,Pay Second,26/02/2022,not received,,1503,751.5
OD00013473,py00026435,cheque,Pay Second,20/11/2017,not received,,7212,3606
OD00013473,py00036325,card transaction,Pay Second,26/02/2022,not received,,7212,3606
OD00013474,py00026437,cheque,Pay Second,20/11/2017,not received,,11418,5709
OD00013474,py00036327,online,Pay Second,26/02/2022,not received,,11418,5709
OD00013475,py00026438,cash transaction,Pay Second,20/11/2017,not received,,4032,2016
OD00013475,py00036328,online,Pay Second,26/02/2022,not received,,4032,2016
OD00013476,py00016767,online,initial payments,26/02/2022,not received,bank transfer,1215,607.5
OD00013476,py00026439,card transaction,Pay Second,21/11/2017,not received,,1215,607.5
OD00013477,py00026440,card transaction,Pay Second,21/11/2017,not received,,2812,1406
OD00013477,py00036329,cash transaction,Pay Second,27/02/2022,received,,2812,1406
OD00013478,py00036337,card transaction,Pay Second,27/02/2022,received,,4035,2017.5
OD00013478,py00026441,online,Pay Second,21/11/2017,not received,,4035,2017.5
OD00013479,py00016768,cheque,initial payments,27/02/2022,received,,784,392
OD00013479,py00026444,cash transaction,Pay Second,22/11/2017,received,,784,392
OD00013480,py00026445,cheque,Pay Second,22/11/2017,received,,198,99
OD00013480,py00016769,card transaction,initial payments,27/02/2022,received,,198,99
OD00013481,py00026446,cheque,Pay Second,22/11/2017,received,,5600,2800
OD00013481,py00016770,cash transaction,initial payments,27/02/2022,received,,5600,2800
OD00013482,py00016771,cheque,initial payments,27/02/2022,received,,4008,2004
OD00013482,py00026448,cash transaction,Pay Second,22/11/2017,received,,4008,2004
OD00013483,py00006872,cheque,initial payments,22/11/2017,received,,2404,1202
OD00013483,py00016774,card transaction,initial payments,27/02/2022,received,,2404,1202
OD00013484,py00055913,cheque,Pay Third,27/02/2022,not received,,19030,9515
OD00013484,py00006874,cheque,initial payments,22/11/2017,received,,19030,9515
OD00013485,py00006875,cash transaction,initial payments,22/11/2017,received,,2520,1260
OD00013485,py00055915,cheque,Pay Third,27/02/2022,not received,,2520,1260
OD00013486,py00036330,cheque,Pay Second,27/02/2022,not received,,2430,1215
OD00013486,py00006876,card transaction,initial payments,22/11/2017,received,,2430,1215
OD00013487,py00036331,card transaction,Pay Second,27/02/2022,not received,,8436,4218
OD00013487,py00006877,cheque,initial payments,22/11/2017,received,,8436,4218
OD00013488,py00006878,card transaction,initial payments,22/11/2017,received,,5649,2824.5
OD00013488,py00036332,cheque,Pay Second,27/02/2022,not received,,5649,2824.5
OD00013489,py00065578,online,Pay Fourth,22/11/2017,not received,,490,245
OD00013489,py00036333,card transaction,Pay Second,27/02/2022,not received,,490,245
OD00013490,py00036335,card transaction,Pay Second,27/02/2022,not received,,495,247.5
OD00013490,py00065579,online,Pay Fourth,22/11/2017,not received,,495,247.5
OD00013491,py00036339,card transaction,Pay Second,27/02/2022,not received,,4200,2100
OD00013491,py00065580,online,Pay Fourth,22/11/2017,not received,,4200,2100
OD00013492,py00065581,online,Pay Fourth,22/11/2017,not received,,2505,1252.5
OD00013492,py00036340,cheque,Pay Second,27/02/2022,not received,,2505,1252.5
OD00013493,py00046013,online,Pay Third,22/11/2017,not received,,6010,3005
OD00013493,py00016773,online,initial payments,27/02/2022,not received,bank transfer,6010,3005
OD00013494,py00036341,card transaction,Pay Second,28/02/2022,received,,17127,8563.5
OD00013494,py00046014,online,Pay Third,22/11/2017,not received,,17127,8563.5
OD00013495,py00016776,card transaction,initial payments,28/02/2022,received,,2520,1260
OD00013495,py00046017,online,Pay Third,22/11/2017,not received,,2520,1260
OD00013496,py00026442,online,Pay Second,22/11/2017,not received,,2430,1215
OD00013496,py00016778,card transaction,initial payments,28/02/2022,received,,2430,1215
OD00013497,py00016779,cash transaction,initial payments,28/02/2022,received,,8436,4218
OD00013497,py00026443,cash transaction,Pay Second,22/11/2017,not received,,8436,4218
OD00013498,py00026447,card transaction,Pay Second,22/11/2017,not received,,4842,2421
OD00013498,py00055921,card transaction,Pay Third,28/02/2022,not received,,4842,2421
OD00013499,py00026449,online,Pay Second,22/11/2017,not received,,784,392
OD00013499,py00055923,card transaction,Pay Third,28/02/2022,not received,,784,392
OD00013500,py00055924,cheque,Pay Third,28/02/2022,not received,,594,297
OD00013500,py00026450,online,Pay Second,22/11/2017,not received,,594,297
OD00013501,py00006873,online,initial payments,22/11/2017,not received,bank transfer,1400,700
OD00013501,py00055925,cash transaction,Pay Third,28/02/2022,not received,,1400,700
OD00013502,py00036342,online,Pay Second,28/02/2022,not received,,5010,2505
OD00013502,py00026451,card transaction,Pay Second,23/11/2017,received,,5010,2505
OD00013503,py00036343,card transaction,Pay Second,28/02/2022,not received,,7212,3606
OD00013503,py00026452,card transaction,Pay Second,23/11/2017,received,,7212,3606
OD00013504,py00036344,cash transaction,Pay Second,28/02/2022,not received,,13321,6660.5
OD00013504,py00006881,cheque,initial payments,23/11/2017,received,,13321,6660.5
OD00013505,py00036345,cheque,Pay Second,28/02/2022,not received,,4536,2268
OD00013505,py00006882,cheque,initial payments,23/11/2017,received,,4536,2268
OD00013506,py00006883,cash transaction,initial payments,23/11/2017,received,,2025,1012.5
OD00013506,py00016777,online,initial payments,28/02/2022,not received,bank transfer,2025,1012.5
OD00013507,py00065587,online,Pay Fourth,23/11/2017,not received,,12654,6327
OD00013507,py00036346,card transaction,Pay Second,01/03/2022,received,,12654,6327
OD00013508,py00036347,cash transaction,Pay Second,01/03/2022,received,,5649,2824.5
OD00013508,py00065593,online,Pay Fourth,23/11/2017,not received,,5649,2824.5
OD00013509,py00036351,cash transaction,Pay Second,01/03/2022,received,,588,294
OD00013509,py00026453,card transaction,Pay Second,23/11/2017,not received,,588,294
OD00013510,py00016780,cash transaction,initial payments,01/03/2022,received,,396,198
OD00013510,py00026454,online,Pay Second,23/11/2017,not received,,396,198
OD00013511,py00026455,online,Pay Second,23/11/2017,not received,,1400,700
OD00013511,py00016781,cheque,initial payments,01/03/2022,received,,1400,700
OD00013512,py00016782,cheque,initial payments,01/03/2022,received,,3006,1503
OD00013512,py00026456,card transaction,Pay Second,23/11/2017,not received,,3006,1503
OD00013513,py00026457,online,Pay Second,23/11/2017,not received,,9616,4808
OD00013513,py00016784,card transaction,initial payments,01/03/2022,received,,9616,4808
OD00013514,py00016785,card transaction,initial payments,01/03/2022,received,,11418,5709
OD00013514,py00026458,card transaction,Pay Second,23/11/2017,not received,,11418,5709
OD00013515,py00016786,card transaction,initial payments,01/03/2022,received,,2016,1008
OD00013515,py00026459,card transaction,Pay Second,23/11/2017,not received,,2016,1008
OD00013516,py00026460,online,Pay Second,23/11/2017,not received,,2835,1417.5
OD00013516,py00036348,card transaction,Pay Second,01/03/2022,not received,,2835,1417.5
OD00013517,py00026461,online,Pay Second,23/11/2017,not received,,8436,4218
OD00013517,py00036349,cash transaction,Pay Second,01/03/2022,not received,,8436,4218
OD00013518,py00006879,online,initial payments,23/11/2017,not received,bank transfer,7263,3631.5
OD00013518,py00036350,card transaction,Pay Second,01/03/2022,not received,,7263,3631.5
OD00013519,py00036352,cash transaction,Pay Second,02/03/2022,received,,392,196
OD00013519,py00006880,online,initial payments,23/11/2017,not received,bank transfer,392,196
OD00013520,py00006884,cheque,initial payments,24/11/2017,received,,495,247.5
OD00013520,py00036354,card transaction,Pay Second,02/03/2022,received,,495,247.5
OD00013521,py00006885,card transaction,initial payments,24/11/2017,received,,4900,2450
OD00013521,py00016788,cheque,initial payments,02/03/2022,received,,4900,2450
OD00013522,py00065596,online,Pay Fourth,24/11/2017,not received,,2004,1002
OD00013522,py00016789,card transaction,initial payments,02/03/2022,received,,2004,1002
OD00013523,py00065600,online,Pay Fourth,24/11/2017,not received,,4808,2404
OD00013523,py00016790,card transaction,initial payments,02/03/2022,received,,4808,2404
OD00013524,py00065601,online,Pay Fourth,24/11/2017,not received,,11418,5709
OD00013524,py00055930,cash transaction,Pay Third,02/03/2022,not received,,11418,5709
OD00013525,py00026462,card transaction,Pay Second,24/11/2017,not received,,3528,1764
OD00013525,py00055932,cheque,Pay Third,02/03/2022,not received,,3528,1764
OD00013526,py00055933,cash transaction,Pay Third,02/03/2022,not received,,2835,1417.5
OD00013526,py00026463,cheque,Pay Second,24/11/2017,not received,,2835,1417.5
OD00013527,py00055934,card transaction,Pay Third,02/03/2022,not received,,11248,5624
OD00013527,py00026464,cash transaction,Pay Second,24/11/2017,not received,,11248,5624
OD00013528,py00026465,cash transaction,Pay Second,24/11/2017,not received,,4035,2017.5
OD00013528,py00036353,cash transaction,Pay Second,02/03/2022,not received,,4035,2017.5
OD00013529,py00026466,online,Pay Second,24/11/2017,not received,,686,343
OD00013529,py00036355,card transaction,Pay Second,02/03/2022,not received,,686,343
OD00013530,py00026467,cheque,Pay Second,24/11/2017,not received,,396,198
OD00013530,py00036356,cheque,Pay Second,02/03/2022,not received,,396,198
OD00013531,py00036357,cash transaction,Pay Second,02/03/2022,not received,,3500,1750
OD00013531,py00026468,cash transaction,Pay Second,24/11/2017,not received,,3500,1750
OD00013532,py00026469,online,Pay Second,24/11/2017,not received,,4008,2004
OD00013532,py00036358,card transaction,Pay Second,02/03/2022,not received,,4008,2004
OD00013533,py00036367,cheque,Pay Second,03/03/2022,received,,3606,1803
OD00013533,py00026470,card transaction,Pay Second,25/11/2017,received,,3606,1803
OD00013534,py00016791,cash transaction,initial payments,03/03/2022,received,,3806,1903
OD00013534,py00026474,card transaction,Pay Second,25/11/2017,received,,3806,1903
OD00013535,py00006887,online,initial payments,25/11/2017,received,bank transfer,4032,2016
OD00013535,py00016792,card transaction,initial payments,03/03/2022,received,,4032,2016
OD00013536,py00016794,card transaction,initial payments,03/03/2022,received,,3240,1620
OD00013536,py00006888,card transaction,initial payments,25/11/2017,received,,3240,1620
OD00013537,py00006889,card transaction,initial payments,25/11/2017,received,,7030,3515
OD00013537,py00016795,cheque,initial payments,03/03/2022,received,,7030,3515
OD00013538,py00016796,cash transaction,initial payments,03/03/2022,received,,5649,2824.5
OD00013538,py00006890,cash transaction,initial payments,25/11/2017,received,,5649,2824.5
OD00013539,py00006891,cash transaction,initial payments,25/11/2017,received,,588,294
OD00013539,py00016797,cheque,initial payments,03/03/2022,received,,588,294
OD00013540,py00016798,cash transaction,initial payments,03/03/2022,received,,693,346.5
OD00013540,py00006892,card transaction,initial payments,25/11/2017,received,,693,346.5
OD00013541,py00055937,cheque,Pay Third,03/03/2022,not received,,4200,2100
OD00013541,py00006893,cash transaction,initial payments,25/11/2017,received,,4200,2100
OD00013542,py00006894,cheque,initial payments,25/11/2017,received,,3507,1753.5
OD00013542,py00036360,cheque,Pay Second,03/03/2022,not received,,3507,1753.5
OD00013543,py00065603,online,Pay Fourth,25/11/2017,not received,,3606,1803
OD00013543,py00036361,online,Pay Second,03/03/2022,not received,,3606,1803
OD00013544,py00065605,online,Pay Fourth,25/11/2017,not received,,17127,8563.5
OD00013544,py00036362,cash transaction,Pay Second,03/03/2022,not received,,17127,8563.5
OD00013545,py00036364,cash transaction,Pay Second,03/03/2022,not received,,3528,1764
OD00013545,py00026471,cash transaction,Pay Second,25/11/2017,not received,,3528,1764
OD00013546,py00026472,online,Pay Second,25/11/2017,not received,,2430,1215
OD00013546,py00036365,card transaction,Pay Second,03/03/2022,not received,,2430,1215
OD00013547,py00036368,card transaction,Pay Second,03/03/2022,not received,,12654,6327
OD00013547,py00026473,card transaction,Pay Second,25/11/2017,not received,,12654,6327
OD00013548,py00016793,online,initial payments,03/03/2022,not received,bank transfer,7263,3631.5
OD00013548,py00026475,cash transaction,Pay Second,25/11/2017,not received,,7263,3631.5
OD00013549,py00006886,online,initial payments,25/11/2017,not received,bank transfer,686,343
OD00013549,py00036372,card transaction,Pay Second,04/03/2022,received,,686,343
OD00013550,py00026477,card transaction,Pay Second,26/11/2017,received,,495,247.5
OD00013550,py00016800,cheque,initial payments,04/03/2022,received,,495,247.5
OD00013551,py00016801,cheque,initial payments,04/03/2022,received,,4900,2450
OD00013551,py00006895,cheque,initial payments,26/11/2017,received,,4900,2450
OD00013552,py00055941,cash transaction,Pay Third,04/03/2022,not received,,3507,1753.5
OD00013552,py00006896,cash transaction,initial payments,26/11/2017,received,,3507,1753.5
OD00013553,py00006897,cash transaction,initial payments,26/11/2017,received,,10818,5409
OD00013553,py00055943,cheque,Pay Third,04/03/2022,not received,,10818,5409
OD00013554,py00006898,card transaction,initial payments,26/11/2017,received,,15224,7612
OD00013554,py00055944,card transaction,Pay Third,04/03/2022,not received,,15224,7612
OD00013555,py00036371,online,Pay Second,04/03/2022,not received,,2016,1008
OD00013555,py00006899,cash transaction,initial payments,26/11/2017,received,,2016,1008
OD00013556,py00036373,card transaction,Pay Second,04/03/2022,not received,,2835,1417.5
OD00013556,py00065612,online,Pay Fourth,26/11/2017,not received,,2835,1417.5
OD00013557,py00065614,online,Pay Fourth,26/11/2017,not received,,7030,3515
OD00013557,py00036374,cheque,Pay Second,04/03/2022,not received,,7030,3515
OD00013558,py00026476,card transaction,Pay Second,26/11/2017,not received,,6456,3228
OD00013558,py00036375,cash transaction,Pay Second,04/03/2022,not received,,6456,3228
OD00013559,py00026478,online,Pay Second,26/11/2017,not received,,686,343
OD00013559,py00036377,card transaction,Pay Second,04/03/2022,not received,,686,343
OD00013560,py00036378,cash transaction,Pay Second,04/03/2022,not received,,594,297
OD00013560,py00026479,card transaction,Pay Second,26/11/2017,not received,,594,297
OD00013561,py00016799,online,initial payments,04/03/2022,not received,bank transfer,6300,3150
OD00013561,py00026480,cash transaction,Pay Second,26/11/2017,not received,,6300,3150
OD00013562,py00036379,cheque,Pay Second,05/03/2022,received,,1002,501
OD00013562,py00026481,cash transaction,Pay Second,27/11/2017,received,,1002,501
OD00013563,py00016802,cash transaction,initial payments,05/03/2022,received,,8414,4207
OD00013563,py00026483,cheque,Pay Second,27/11/2017,received,,8414,4207
OD00013564,py00016803,cash transaction,initial payments,05/03/2022,received,,9515,4757.5
OD00013564,py00006901,cash transaction,initial payments,27/11/2017,received,,9515,4757.5
OD00013565,py00016804,cheque,initial payments,05/03/2022,received,,3024,1512
OD00013565,py00006902,card transaction,initial payments,27/11/2017,received,,3024,1512
OD00013566,py00016806,card transaction,initial payments,05/03/2022,received,,2025,1012.5
OD00013566,py00006904,online,initial payments,27/11/2017,received,bank transfer,2025,1012.5
OD00013567,py00016807,cheque,initial payments,05/03/2022,received,,11248,5624
OD00013567,py00006905,online,initial payments,27/11/2017,received,bank transfer,11248,5624
OD00013568,py00055947,card transaction,Pay Third,05/03/2022,not received,,3228,1614
OD00013568,py00006906,online,initial payments,27/11/2017,received,bank transfer,3228,1614
OD00013569,py00036380,card transaction,Pay Second,05/03/2022,not received,,686,343
OD00013569,py00065617,online,Pay Fourth,27/11/2017,not received,,686,343
